Gene,Entity_type,N_regions,Total_bases,Mean_coverage,Median_coverage,Min_region_coverage,Low_regions_any,Recurrent_low_regions,Est_pct_bases_ge20,Est_pct_bases_low20,Default_status
ATP2B2,Gene symbol,26,4105.0,105.42,103.09,0.59,1,1,1.0,0.0,OK
ATP2B3,Gene symbol,24,4313.0,97.05,89.97,0.53,3,2,1.0,0.0,WARNING
ATP2B4,Gene symbol,23,3889.0,138.35,132.53,0.06,1,1,1.0,0.0,OK
ATP2C1,Gene symbol,62,2984.0,84.51,84.56,0.06,28,22,0.99,0.01,FAIL
ATP2C2,Gene symbol,30,2967.0,101.69,98.32,4.24,1,1,1.0,0.0,OK
ATP4A,Gene symbol,22,3108.0,90.14,88.21,28.41,1,0,1.0,0.0,OK
ATP4B,Gene symbol,7,876.0,102.19,93.18,50.47,0,0,1.0,0.0,OK
ATP5F1A,Gene symbol,13,2227.0,180.8,132.06,11.65,1,1,0.95,0.05,OK
ATP5F1B,Gene symbol,10,1590.0,122.71,115.76,53.47,0,0,1.0,0.0,OK
ATP5F1C,Gene symbol,10,901.0,154.18,159.53,70.65,0,0,1.0,0.0,OK
ATP5F1D,Gene symbol,4,507.0,62.87,67.71,42.59,2,0,0.97,0.03,WARNING
ATP5F1E,Gene symbol,3,157.0,117.49,132.41,53.82,0,0,1.0,0.0,OK
ATP5IF1,Gene symbol,5,411.0,131.25,94.47,59.65,0,0,1.0,0.0,OK
ATP5MC1,Gene symbol,4,415.0,130.35,135.44,96.06,0,0,1.0,0.0,OK
ATP5MC2,Gene symbol,5,597.0,162.15,123.94,77.06,0,0,1.0,0.0,OK
ATP5MC3,Gene symbol,4,433.0,113.24,110.09,42.82,0,0,1.0,0.0,OK
ATP5ME,Gene symbol,4,646.0,143.94,148.0,64.47,0,0,1.0,0.0,OK
ATP5MF,Gene symbol,4,315.0,119.16,115.68,48.53,0,0,1.0,0.0,OK
ATP5MG,Gene symbol,5,383.0,104.65,107.59,70.24,0,0,1.0,0.0,OK
ATP5MGL,Gene symbol,2,303.0,170.97,170.97,137.0,0,0,1.0,0.0,OK
ATP5MJ,Gene symbol,4,314.0,179.72,159.79,121.47,0,0,1.0,0.0,OK
ATP5MK,Gene symbol,3,179.0,70.35,88.59,0.41,1,1,0.99,0.01,OK
ATP5PB,Gene symbol,7,771.0,119.47,128.24,73.53,0,0,1.0,0.0,OK
ATP5PD,Gene symbol,6,513.0,147.2,152.65,71.24,0,0,1.0,0.0,OK
ATP5PF,Gene symbol,5,422.0,115.15,127.82,75.59,0,0,1.0,0.0,OK
ATP5PO,Gene symbol,9,687.0,116.04,138.47,6.71,1,1,1.0,0.0,OK
ATP6AP1,Gene symbol,10,1530.0,102.81,100.15,49.88,0,0,1.0,0.0,OK
ATP6AP1L,Gene symbol,14,1485.0,136.66,137.09,58.65,0,0,1.0,0.0,OK
ATP6AP2,Gene symbol,16,1229.0,75.94,85.62,1.29,5,5,0.98,0.02,WARNING
ATP6V0A1,Gene symbol,24,2661.0,130.3,129.5,38.12,1,0,1.0,0.0,OK
ATP6V0A2,Gene symbol,66,2731.0,70.04,50.5,0.18,27,24,0.99,0.01,FAIL
ATP6V0A4,Gene symbol,37,2544.0,76.77,86.71,0.06,13,13,0.99,0.01,FAIL
ATP6V0B,Gene symbol,9,1087.0,125.05,116.53,64.71,0,0,1.0,0.0,OK
ATP6V0C,Gene symbol,4,468.0,88.65,58.74,34.41,1,0,0.99,0.01,OK
ATP6V0D1,Gene symbol,12,1533.0,106.68,110.09,44.71,0,0,1.0,0.0,OK
ATP6V0D2,Gene symbol,8,1053.0,152.15,150.74,95.88,0,0,1.0,0.0,OK
ATP6V0E1,Gene symbol,4,271.0,157.4,141.35,94.88,0,0,1.0,0.0,OK
ATP6V0E2,Gene symbol,6,935.0,84.75,87.18,39.06,0,0,1.0,0.0,OK
ATP6V1A,Gene symbol,16,1908.0,110.41,116.56,0.82,1,1,1.0,0.0,OK
ATP6V1B1,Gene symbol,27,2104.0,74.44,93.59,0.35,9,8,1.0,0.0,WARNING
ATP6V1B2,Gene symbol,16,1648.0,147.15,158.41,26.47,1,0,0.99,0.01,OK
ATP6V1C1,Gene symbol,12,1149.0,139.87,141.38,103.76,0,0,1.0,0.0,OK
ATP6V1C2,Gene symbol,15,1369.0,126.39,118.29,36.76,0,0,1.0,0.0,OK
ATP6V1D,Gene symbol,10,752.0,125.32,115.47,68.06,0,0,1.0,0.0,OK
ATP6V1E1,Gene symbol,9,681.0,145.21,131.82,77.47,0,0,1.0,0.0,OK
ATP6V1E2,Gene symbol,1,681.0,378.24,378.24,378.24,0,0,1.0,0.0,OK
ATP6V1F,Gene symbol,3,444.0,134.08,131.94,119.82,0,0,1.0,0.0,OK
ATP6V1FNB,Gene symbol,2,531.0,180.68,180.68,71.12,0,0,1.0,0.0,OK
ATP6V1G1,Gene symbol,3,357.0,95.22,89.41,47.35,0,0,1.0,0.0,OK
ATP6V1G2,Gene symbol,3,357.0,86.94,69.47,69.12,0,0,1.0,0.0,OK
ATP6V1G2-DDX39B,Gene symbol,3,227.0,64.76,63.06,46.0,0,0,1.0,0.0,WARNING
ATP6V1G3,Gene symbol,4,403.0,121.87,120.21,81.12,0,0,1.0,0.0,OK
ATP6V1H,Gene symbol,14,1467.0,127.53,134.71,58.35,0,0,1.0,0.0,OK
ATP7A,Gene symbol,42,4568.0,81.11,90.56,0.06,18,18,1.0,0.0,FAIL
ATP7B,Gene symbol,123,4680.0,33.95,5.12,0.0,92,91,0.98,0.02,FAIL
ATP8A1,Gene symbol,40,3656.0,146.01,144.71,68.71,0,0,1.0,0.0,OK
ATP8A2,Gene symbol,48,3924.0,111.88,117.47,0.47,7,5,1.0,0.0,WARNING
ATP8B1,Gene symbol,76,4081.0,63.9,27.09,0.0,41,37,0.99,0.01,FAIL
ATP8B2,Gene symbol,29,3911.0,129.45,135.71,45.71,0,0,1.0,0.0,OK
ATP8B3,Gene symbol,29,4247.0,113.72,94.53,57.59,0,0,1.0,0.0,OK
ATP8B4,Gene symbol,35,4159.0,149.99,157.0,58.47,0,0,1.0,0.0,OK
ATP9A,Gene symbol,29,3146.0,117.02,120.47,37.18,1,0,1.0,0.0,OK
ATP9B,Gene symbol,43,7165.0,194.43,145.41,13.65,1,1,1.0,0.0,OK
ATPAF1,Gene symbol,12,1157.0,127.71,141.24,49.82,0,0,1.0,0.0,OK
ATPAF2,Gene symbol,24,927.0,54.27,29.12,0.35,13,11,0.99,0.01,FAIL
ATPSCKMT,Gene symbol,6,877.0,123.95,139.97,53.0,0,0,1.0,0.0,OK
ATR,Gene symbol,85,8085.0,93.27,110.47,0.0,35,35,1.0,0.0,FAIL
ATRAID,Gene symbol,7,855.0,117.95,123.94,78.59,0,0,1.0,0.0,OK
ATRIP,Gene symbol,20,2421.0,99.9,85.44,1.29,6,5,1.0,0.0,WARNING
ATRN,Gene symbol,30,4332.0,136.2,138.56,78.47,0,0,1.0,0.0,OK
ATRNL1,Gene symbol,36,4534.0,141.58,152.38,4.94,1,1,1.0,0.0,OK
ATRX,Gene symbol,54,7866.0,118.24,113.21,0.12,17,16,1.0,0.0,FAIL
ATXN1,Gene symbol,2,2448.0,442.09,442.09,235.82,0,0,1.0,0.0,OK
ATXN10,Gene symbol,17,1689.0,137.27,151.18,1.41,2,1,0.99,0.01,OK
ATXN1L,Gene symbol,2,2070.0,364.59,364.59,186.65,0,0,1.0,0.0,OK
ATXN2,Gene symbol,29,4460.0,171.57,166.35,88.12,0,0,1.0,0.0,OK
ATXN2L,Gene symbol,28,3596.0,88.45,84.56,6.35,4,2,0.96,0.04,WARNING
ATXN3,Gene symbol,14,1319.0,141.09,136.91,29.94,1,1,0.99,0.01,OK
ATXN3L,Gene symbol,1,1068.0,569.0,569.0,569.0,0,0,1.0,0.0,OK
ATXN7,Gene symbol,13,2920.0,167.27,129.88,49.47,0,0,1.0,0.0,OK
ATXN7L1,Gene symbol,17,3299.0,161.49,154.35,56.47,0,0,1.0,0.0,OK
ATXN7L2,Gene symbol,14,2543.0,77.53,64.09,24.35,1,1,1.0,0.0,OK
ATXN7L3,Gene symbol,12,1161.0,154.92,142.79,67.06,0,0,1.0,0.0,OK
ATXN7L3B,Gene symbol,1,294.0,110.65,110.65,110.65,0,0,1.0,0.0,OK
AUH,Gene symbol,29,1299.0,90.49,76.76,0.0,13,13,0.99,0.01,FAIL
AUNIP,Gene symbol,4,1145.0,228.66,150.71,61.88,0,0,1.0,0.0,OK
AUP1,Gene symbol,12,1449.0,98.3,97.56,58.53,0,0,1.0,0.0,OK
AURKA,Gene symbol,9,1329.0,181.77,182.71,143.24,0,0,1.0,0.0,OK
AURKAIP1,Gene symbol,3,829.0,133.78,63.0,58.82,0,0,1.0,0.0,OK
AURKB,Gene symbol,8,1094.0,110.54,106.03,31.71,1,0,0.99,0.01,OK
AURKC,Gene symbol,18,1029.0,50.96,4.47,0.06,11,10,0.99,0.01,FAIL
AUTS2,Gene symbol,24,4203.0,129.12,114.09,60.35,1,0,1.0,0.0,OK
AVEN,Gene symbol,10,1212.0,119.09,111.68,15.94,1,1,0.83,0.17,WARNING
AVIL,Gene symbol,23,2726.0,119.31,127.12,54.71,0,0,1.0,0.0,OK
AVL9,Gene symbol,17,2122.0,149.68,145.47,52.24,0,0,1.0,0.0,OK
AVP,Gene symbol,4,496.0,49.49,51.82,0.0,2,2,0.9,0.1,WARNING
AVPI1,Gene symbol,2,444.0,77.06,77.06,73.18,0,0,1.0,0.0,OK
AVPR1A,Gene symbol,3,1280.0,199.59,238.41,108.88,0,0,1.0,0.0,OK
AVPR1B,Gene symbol,2,1275.0,179.85,179.85,130.29,0,0,1.0,0.0,OK
AVPR2,Gene symbol,10,1231.0,40.98,6.06,0.18,7,7,0.99,0.01,WARNING
AWAT1,Gene symbol,6,1188.0,121.11,101.53,80.29,0,0,1.0,0.0,OK
AWAT2,Gene symbol,7,1174.0,110.03,111.47,53.76,0,0,1.0,0.0,OK
AXDND1,Gene symbol,42,3599.0,119.65,135.38,0.0,8,8,1.0,0.0,WARNING
AXIN1,Gene symbol,15,2990.0,147.65,118.06,3.59,1,1,0.98,0.02,OK
AXIN2,Gene symbol,65,2686.0,38.12,7.0,0.0,48,46,0.98,0.02,FAIL
AXL,Gene symbol,20,2685.0,101.58,103.03,47.06,0,0,1.0,0.0,OK
AZGP1,Gene symbol,4,977.0,174.09,158.0,101.82,0,0,1.0,0.0,OK
AZI2,Gene symbol,9,1273.0,148.13,134.0,90.76,0,0,1.0,0.0,OK
AZIN1,Gene symbol,10,1347.0,173.19,187.65,120.35,0,0,1.0,0.0,OK
AZIN2,Gene symbol,11,1601.0,141.27,147.82,64.82,0,0,1.0,0.0,OK
AZU1,Gene symbol,5,801.0,89.06,78.71,42.76,0,0,1.0,0.0,OK
B2M,Gene symbol,3,384.0,187.9,174.59,92.24,0,0,1.0,0.0,OK
B3GALNT1,Gene symbol,6,1593.0,204.32,112.56,58.29,0,0,1.0,0.0,OK
B3GALNT2,Gene symbol,24,1651.0,73.0,81.03,1.06,10,10,0.97,0.03,FAIL
B3GALT1,Gene symbol,1,981.0,589.82,589.82,589.82,0,0,1.0,0.0,OK
B3GALT2,Gene symbol,1,1269.0,743.65,743.65,743.65,0,0,1.0,0.0,OK
B3GALT4,Gene symbol,1,1137.0,326.71,326.71,326.71,0,0,1.0,0.0,OK
B3GALT5,Gene symbol,2,945.0,294.91,294.91,68.41,0,0,1.0,0.0,OK
B3GALT6,Gene symbol,1,990.0,149.94,149.94,149.94,0,0,1.0,0.0,OK
B3GALT9,Gene symbol,2,1110.0,412.38,412.38,104.12,0,0,1.0,0.0,OK
B3GAT1,Gene symbol,5,1044.0,136.07,131.59,107.24,0,0,1.0,0.0,OK
B3GAT2,Gene symbol,4,972.0,107.31,106.71,91.12,0,0,1.0,0.0,OK
B3GAT3,Gene symbol,7,1112.0,126.72,145.47,71.82,0,0,1.0,0.0,OK
B3GLCT,Gene symbol,60,1570.0,52.61,19.09,0.18,39,34,0.95,0.05,FAIL
B3GNT2,Gene symbol,1,1194.0,770.24,770.24,770.24,0,0,1.0,0.0,OK
B3GNT3,Gene symbol,2,1119.0,237.41,237.41,230.65,0,0,1.0,0.0,OK
B3GNT4,Gene symbol,2,1137.0,164.15,164.15,39.94,0,0,1.0,0.0,OK
B3GNT5,Gene symbol,1,1137.0,822.06,822.06,822.06,0,0,1.0,0.0,OK
B3GNT6,Gene symbol,4,1155.0,54.21,24.26,0.59,2,2,0.95,0.05,WARNING
B3GNT7,Gene symbol,2,1206.0,175.91,175.91,20.0,1,1,1.0,0.0,OK
B3GNT8,Gene symbol,1,1194.0,369.41,369.41,369.41,0,0,1.0,0.0,OK
B3GNT9,Gene symbol,1,1209.0,275.29,275.29,275.29,0,0,1.0,0.0,OK
B3GNTL1,Gene symbol,14,1692.0,140.87,87.15,52.0,0,0,1.0,0.0,OK
B4GALNT1,Gene symbol,20,2743.0,93.44,89.06,0.0,2,2,1.0,0.0,WARNING
B4GALNT2,Gene symbol,12,1715.0,114.25,124.26,39.47,1,0,1.0,0.0,OK
B4GALNT3,Gene symbol,22,3198.0,109.5,103.53,35.29,1,0,1.0,0.0,OK
B4GALNT4,Gene symbol,21,3157.0,88.0,81.53,20.59,1,1,0.98,0.02,OK
B4GALT1,Gene symbol,18,1239.0,80.76,99.47,1.41,6,6,1.0,0.0,WARNING
B4GALT2,Gene symbol,7,1206.0,136.18,144.53,99.76,0,0,1.0,0.0,OK
B4GALT3,Gene symbol,8,1594.0,131.47,128.29,76.18,0,0,1.0,0.0,OK
B4GALT4,Gene symbol,7,1063.0,129.23,129.0,90.94,0,0,1.0,0.0,OK
B4GALT5,Gene symbol,10,1168.0,132.68,138.53,53.59,0,0,1.0,0.0,OK
B4GALT6,Gene symbol,10,1183.0,157.05,156.79,131.41,0,0,1.0,0.0,OK
B4GALT7,Gene symbol,8,1004.0,70.51,75.26,1.71,3,2,0.99,0.01,WARNING
B4GAT1,Gene symbol,3,1249.0,145.27,137.12,0.76,1,1,1.0,0.0,OK
B9D1,Gene symbol,18,1397.0,75.31,74.35,0.12,6,5,1.0,0.0,WARNING
B9D2,Gene symbol,4,529.0,59.07,66.85,6.76,1,1,1.0,0.0,WARNING
BAALC,Gene symbol,6,683.0,112.66,101.71,76.71,0,0,1.0,0.0,OK
BAAT,Gene symbol,41,1367.0,40.76,14.53,0.24,31,23,0.98,0.02,FAIL
BABAM1,Gene symbol,8,1124.0,129.95,121.09,95.76,0,0,1.0,0.0,OK
BABAM2,Gene symbol,15,1798.0,128.81,132.0,62.59,0,0,1.0,0.0,OK
BACE1,Gene symbol,10,1556.0,145.19,156.97,76.35,0,0,1.0,0.0,OK
BACE2,Gene symbol,11,2037.0,156.87,118.35,46.18,1,0,0.99,0.01,OK
BACH1,Gene symbol,5,2212.0,290.24,179.06,87.0,0,0,1.0,0.0,OK
BACH2,Gene symbol,6,2767.0,220.09,153.12,103.41,0,0,1.0,0.0,OK
BAD,Gene symbol,6,965.0,95.9,101.74,52.18,0,0,1.0,0.0,OK
BAG1,Gene symbol,8,1196.0,137.42,143.44,72.18,0,0,1.0,0.0,OK
BAG2,Gene symbol,31,677.0,51.38,40.29,1.94,14,10,0.98,0.02,FAIL
BAG3,Gene symbol,26,1759.0,33.69,2.26,0.06,20,19,0.99,0.01,FAIL
BAG4,Gene symbol,5,1413.0,159.89,123.24,66.71,0,0,1.0,0.0,OK
BAG5,Gene symbol,2,1467.0,553.59,553.59,130.94,0,0,1.0,0.0,OK
BAG6,Gene symbol,26,3568.0,102.63,93.38,42.94,0,0,1.0,0.0,OK
BAGE2,Gene symbol,6,520.0,529.51,519.12,73.29,0,0,1.0,0.0,OK
BAHCC1,Gene symbol,26,7647.0,107.95,84.29,28.82,1,1,0.99,0.01,OK
BAHD1,Gene symbol,7,2499.0,161.75,136.47,77.06,0,0,1.0,0.0,OK
BAIAP2,Gene symbol,24,2629.0,93.7,88.97,23.12,3,1,0.99,0.01,OK
BAIAP2L1,Gene symbol,16,1760.0,131.4,113.76,50.0,0,0,1.0,0.0,OK
BAIAP2L2,Gene symbol,18,1903.0,89.96,87.32,41.35,0,0,1.0,0.0,OK
BAIAP3,Gene symbol,35,3642.0,73.13,72.76,36.47,4,0,0.99,0.01,OK
BAK1,Gene symbol,6,656.0,87.5,87.09,65.35,0,0,1.0,0.0,OK
BALR6,Gene symbol,2,213.0,168.12,168.12,167.18,0,0,1.0,0.0,OK
BAMBI,Gene symbol,3,783.0,165.55,194.06,28.29,1,0,0.99,0.01,OK
BANF1,Gene symbol,9,277.0,22.78,4.82,0.47,7,7,0.98,0.02,FAIL
BANF2,Gene symbol,4,306.0,106.37,105.15,81.18,0,0,1.0,0.0,OK
BANK1,Gene symbol,17,2383.0,158.17,153.76,55.76,0,0,1.0,0.0,OK
BANP,Gene symbol,17,1832.0,94.31,91.06,38.71,1,0,1.0,0.0,OK
BAP1,Gene symbol,81,2848.0,25.56,2.06,0.0,63,62,0.97,0.03,FAIL
BARD1,Gene symbol,71,2739.0,38.88,1.76,0.0,54,52,0.97,0.03,FAIL
BARHL1,Gene symbol,3,984.0,102.37,83.35,69.18,0,0,1.0,0.0,OK
BARHL2,Gene symbol,3,1164.0,134.73,126.0,67.12,0,0,1.0,0.0,OK
BARX1,Gene symbol,4,765.0,69.75,80.85,32.65,1,0,0.98,0.02,WARNING
BARX2,Gene symbol,5,889.0,125.68,134.24,59.24,0,0,1.0,0.0,OK
BASP1,Gene symbol,1,684.0,179.53,179.53,179.53,0,0,1.0,0.0,OK
BATF,Gene symbol,4,450.0,123.74,126.06,60.47,0,0,1.0,0.0,OK
BATF2,Gene symbol,4,894.0,123.65,105.97,52.12,0,0,1.0,0.0,OK
BATF3,Gene symbol,3,384.0,88.96,113.18,28.53,1,0,0.97,0.03,OK
BAX,Gene symbol,6,851.0,91.23,82.68,46.71,0,0,1.0,0.0,OK
BAZ1A,Gene symbol,29,5066.0,173.35,168.18,42.76,1,0,1.0,0.0,OK
BAZ1B,Gene symbol,19,4452.0,185.78,150.82,36.71,0,0,1.0,0.0,OK
BAZ2A,Gene symbol,30,5822.0,147.6,135.53,58.35,0,0,1.0,0.0,OK
BAZ2B,Gene symbol,39,6807.0,163.98,151.24,78.88,0,0,1.0,0.0,OK
BBC3,Gene symbol,5,819.0,77.07,79.0,52.59,0,0,1.0,0.0,OK
BBIP1,Gene symbol,8,517.0,89.51,84.03,1.82,4,4,0.9,0.1,WARNING
BBLN,Gene symbol,3,261.0,72.76,73.59,47.06,0,0,1.0,0.0,OK
BBOF1,Gene symbol,26,1862.0,116.19,112.06,0.94,5,5,1.0,0.0,WARNING
BBOX1,Gene symbol,7,1164.0,136.94,129.53,114.35,0,0,1.0,0.0,OK
BBS1,Gene symbol,45,2086.0,49.6,3.71,0.24,26,26,0.99,0.01,FAIL
BBS10,Gene symbol,32,2204.0,62.98,13.18,0.18,23,21,0.99,0.01,FAIL
BBS12,Gene symbol,14,2148.0,113.75,24.88,0.12,9,7,1.0,0.0,WARNING
BBS2,Gene symbol,47,2217.0,54.03,5.0,0.0,27,27,0.99,0.01,FAIL
BBS4,Gene symbol,50,2037.0,63.18,21.0,0.0,28,27,0.99,0.01,FAIL
BBS5,Gene symbol,17,1035.0,112.54,141.47,1.0,5,5,1.0,0.0,WARNING
BBS7,Gene symbol,42,2228.0,79.19,52.09,0.24,18,17,0.99,0.01,FAIL
BBS9,Gene symbol,61,3780.0,77.84,67.88,0.0,25,24,0.99,0.01,FAIL
BBX,Gene symbol,17,3022.0,159.49,143.53,47.53,0,0,1.0,0.0,OK
BCAM,Gene symbol,15,1891.0,76.12,68.18,35.06,1,0,0.99,0.01,OK
BCAN,Gene symbol,15,2977.0,125.98,113.82,69.18,0,0,1.0,0.0,OK
BCAP29,Gene symbol,13,1657.0,165.81,164.53,89.47,0,0,1.0,0.0,OK
BCAP31,Gene symbol,10,944.0,66.7,45.41,1.59,5,3,0.9,0.1,WARNING
BCAR1,Gene symbol,15,3096.0,96.3,65.71,19.29,4,2,0.99,0.01,WARNING
BCAR3,Gene symbol,12,2562.0,133.88,132.41,88.12,0,0,1.0,0.0,OK
BCAS1,Gene symbol,13,1957.0,138.96,120.0,88.29,0,0,1.0,0.0,OK
BCAS2,Gene symbol,8,678.0,137.61,158.88,15.06,1,1,0.97,0.03,OK
BCAS3,Gene symbol,34,3421.0,122.73,118.03,49.94,0,0,1.0,0.0,OK
BCAS4,Gene symbol,9,844.0,94.05,93.71,44.24,0,0,1.0,0.0,OK
BCAT1,Gene symbol,13,1447.0,121.54,118.88,36.65,1,0,1.0,0.0,OK
BCAT2,Gene symbol,12,1440.0,94.72,83.59,47.76,0,0,1.0,0.0,OK
BCCIP,Gene symbol,16,2309.0,158.11,158.68,89.65,0,0,1.0,0.0,OK
BCDIN3D,Gene symbol,2,879.0,287.74,287.74,92.0,0,0,1.0,0.0,OK
BCHE,Gene symbol,24,2106.0,76.72,15.62,0.06,16,13,0.99,0.01,FAIL
BCKDHA,Gene symbol,29,1555.0,32.52,4.12,0.0,20,20,0.99,0.01,FAIL
BCKDHB,Gene symbol,42,1370.0,59.21,33.74,0.12,22,19,0.99,0.01,FAIL
BCKDK,Gene symbol,14,1435.0,76.16,88.74,0.35,3,3,1.0,0.0,WARNING
BCL10,Gene symbol,7,1106.0,105.17,109.06,2.41,1,1,1.0,0.0,OK
BCL11A,Gene symbol,13,3215.0,157.25,99.47,46.29,0,0,1.0,0.0,OK
BCL11B,Gene symbol,4,2685.0,156.5,84.53,31.0,1,0,1.0,0.0,OK
BCL2,Gene symbol,5,856.0,154.85,148.18,75.71,0,0,1.0,0.0,OK
BCL2A1,Gene symbol,3,584.0,221.31,209.0,130.94,0,0,1.0,0.0,OK
BCL2L1,Gene symbol,2,702.0,202.79,202.79,74.53,0,0,1.0,0.0,OK
BCL2L10,Gene symbol,2,726.0,147.09,147.09,140.53,0,0,1.0,0.0,OK
BCL2L11,Gene symbol,11,1301.0,133.26,146.71,34.06,1,0,1.0,0.0,OK
BCL2L12,Gene symbol,7,1083.0,97.84,79.94,39.47,0,0,1.0,0.0,OK
BCL2L13,Gene symbol,7,1657.0,185.41,137.94,41.82,0,0,1.0,0.0,OK
BCL2L14,Gene symbol,8,1107.0,137.84,98.09,68.94,0,0,1.0,0.0,OK
BCL2L15,Gene symbol,4,518.0,108.15,110.91,83.06,0,0,1.0,0.0,OK
BCL2L2,Gene symbol,3,708.0,96.1,88.53,43.65,0,0,1.0,0.0,OK
BCL3,Gene symbol,10,1884.0,67.21,63.44,43.06,0,0,1.0,0.0,WARNING
BCL6,Gene symbol,9,2238.0,129.16,117.59,17.18,1,1,0.96,0.04,OK
BCL6B,Gene symbol,9,1458.0,95.64,83.06,58.53,0,0,1.0,0.0,OK
BCL7A,Gene symbol,6,696.0,95.99,89.91,58.94,0,0,1.0,0.0,OK
BCL7B,Gene symbol,7,678.0,80.66,77.24,12.59,2,2,0.86,0.14,WARNING
BCL7C,Gene symbol,7,865.0,60.76,45.94,37.0,0,0,1.0,0.0,WARNING
BCL9,Gene symbol,8,4488.0,238.99,132.24,60.88,0,0,1.0,0.0,OK
BCL9L,Gene symbol,10,4701.0,166.86,94.65,84.53,0,0,1.0,0.0,OK
BCLAF1,Gene symbol,18,2962.0,130.97,112.76,36.41,2,0,1.0,0.0,OK
BCLAF3,Gene symbol,13,2182.0,167.78,152.82,72.0,0,0,1.0,0.0,OK
BCO1,Gene symbol,11,1662.0,147.25,140.94,99.88,0,0,1.0,0.0,OK
BCO2,Gene symbol,12,1744.0,142.95,137.47,98.53,0,0,1.0,0.0,OK
BCOR,Gene symbol,21,6470.0,149.01,123.71,0.29,5,4,1.0,0.0,WARNING
BCORL1,Gene symbol,14,5410.0,159.67,109.15,62.94,0,0,1.0,0.0,OK
BCR,Gene symbol,23,3816.0,115.98,105.06,39.94,1,0,1.0,0.0,OK
BCS1L,Gene symbol,19,1279.0,73.43,65.24,0.18,9,8,0.99,0.01,WARNING
BDH1,Gene symbol,11,2054.0,161.68,106.94,77.82,0,0,1.0,0.0,OK
BDH2,Gene symbol,11,805.0,109.39,98.59,63.12,0,0,1.0,0.0,OK
BDKRB1,Gene symbol,3,1160.0,215.16,92.12,71.24,0,0,1.0,0.0,OK
BDKRB2,Gene symbol,5,1179.0,149.46,98.47,34.06,0,0,1.0,0.0,OK
BDNF,Gene symbol,13,1099.0,125.44,93.59,27.88,1,0,1.0,0.0,OK
BDNF-AS,Gene symbol,1,1.0,83.71,83.71,83.71,0,0,1.0,0.0,OK
BDP1,Gene symbol,41,8019.0,168.98,160.47,49.0,0,0,1.0,0.0,OK
BEAN1,Gene symbol,11,2772.0,142.59,100.06,75.65,0,0,1.0,0.0,OK
BEAN1-AS1,Gene symbol,1,34.0,143.88,143.88,143.88,0,0,1.0,0.0,OK
BECN1,Gene symbol,11,1400.0,154.52,148.29,105.0,0,0,1.0,0.0,OK
BECN2,Gene symbol,1,1296.0,449.59,449.59,449.59,0,0,1.0,0.0,OK
BEGAIN,Gene symbol,11,2616.0,97.43,59.53,9.18,1,1,0.98,0.02,OK
BEND2,Gene symbol,13,2330.0,144.29,138.76,52.06,0,0,1.0,0.0,OK
BEND3,Gene symbol,3,2487.0,348.73,274.76,108.35,0,0,1.0,0.0,OK
BEND4,Gene symbol,5,1605.0,149.4,111.82,66.29,0,0,1.0,0.0,OK
BEND6,Gene symbol,8,966.0,164.11,163.18,117.94,0,0,1.0,0.0,OK
BEND7,Gene symbol,15,1846.0,131.38,134.71,16.24,1,1,0.97,0.03,OK
BEST1,Gene symbol,31,2422.0,65.78,18.12,0.06,18,17,0.96,0.04,FAIL
BEST2,Gene symbol,9,1534.0,120.06,116.53,82.65,0,0,1.0,0.0,OK
BEST3,Gene symbol,12,2293.0,167.98,139.62,106.41,0,0,1.0,0.0,OK
BEST4,Gene symbol,10,1557.0,95.66,90.06,57.29,0,0,1.0,0.0,OK
BET1,Gene symbol,7,681.0,136.93,116.18,60.94,0,0,1.0,0.0,OK
BET1L,Gene symbol,4,673.0,119.74,121.32,72.29,0,0,1.0,0.0,OK
BEX1,Gene symbol,1,378.0,184.88,184.88,184.88,0,0,1.0,0.0,OK
BEX2,Gene symbol,3,483.0,104.02,56.41,33.82,1,0,0.99,0.01,OK
BEX3,Gene symbol,2,576.0,134.79,134.79,46.0,0,0,1.0,0.0,OK
BEX4,Gene symbol,1,363.0,157.53,157.53,157.53,0,0,1.0,0.0,OK
BEX5,Gene symbol,1,336.0,168.65,168.65,168.65,0,0,1.0,0.0,OK
BFAR,Gene symbol,8,1416.0,147.98,148.06,70.41,0,0,1.0,0.0,OK
BFSP1,Gene symbol,13,2047.0,115.87,114.41,0.12,3,3,1.0,0.0,WARNING
BFSP2,Gene symbol,11,1257.0,89.95,82.47,0.41,2,2,1.0,0.0,WARNING
BGLAP,Gene symbol,4,303.0,67.71,69.26,50.24,0,0,1.0,0.0,WARNING
BGN,Gene symbol,7,1158.0,107.08,96.12,62.12,0,0,1.0,0.0,OK
BHLHA15,Gene symbol,1,570.0,126.76,126.76,126.76,0,0,1.0,0.0,OK
BHLHA9,Gene symbol,1,708.0,89.82,89.82,89.82,0,0,1.0,0.0,OK
BHLHE22,Gene symbol,1,1146.0,141.06,141.06,141.06,0,0,1.0,0.0,OK
BHLHE23,Gene symbol,1,726.0,105.71,105.71,105.71,0,0,1.0,0.0,OK
BHLHE40,Gene symbol,5,1239.0,178.14,110.76,85.35,0,0,1.0,0.0,OK
BHLHE41,Gene symbol,5,1449.0,170.98,162.82,115.18,0,0,1.0,0.0,OK
BHMT,Gene symbol,8,1221.0,112.52,116.56,58.88,0,0,1.0,0.0,OK
